premise	hypothesis	determiner_type	noun_category	environment	hypothesis_polarity	determiner	context
Both teachers cut the ribbon.	There was at least one teacher.	strong	real	unembedded	positive	both	neutral
Both managers let the dog in.	There was at least one manager.	strong	real	unembedded	positive	both	neutral
Both girls cast bronze into a statue.	There was at least one girl.	strong	real	unembedded	positive	both	neutral
Both kids spread the rumor.	There was at least one kid.	strong	real	unembedded	positive	both	neutral
Both managers read the letter.	There was at least one manager.	strong	real	unembedded	positive	both	neutral
Both athletes shut the door.	There was at least one athlete.	strong	real	unembedded	positive	both	neutral
Both doctors let the dog in.	There was at least one doctor.	strong	real	unembedded	positive	both	neutral
Both directors spread the rumor.	There was at least one director.	strong	real	unembedded	positive	both	neutral
Both teachers hit the ball.	There was at least one teacher.	strong	real	unembedded	positive	both	neutral
Both teachers burst into the room.	There was at least one teacher.	strong	real	unembedded	positive	both	neutral
Both managers spread the rumor.	There was at least one manager.	strong	real	unembedded	positive	both	neutral
Both teachers put on a jacket.	There was at least one teacher.	strong	real	unembedded	positive	both	neutral
Both girls cut the ribbon.	There was at least one girl.	strong	real	unembedded	positive	both	neutral
Both singers burst into the room.	There was at least one singer.	strong	real	unembedded	positive	both	neutral
Both actors thrust the fork into the cake.	There was at least one actor.	strong	real	unembedded	positive	both	neutral
Both engineers hurt others.	There was at least one engineer.	strong	real	unembedded	positive	both	neutral
Both professors put on a jacket.	There was at least one professor.	strong	real	unembedded	positive	both	neutral
Both boys spread the rumor.	There was at least one boy.	strong	real	unembedded	positive	both	neutral
Both doctors cut the ribbon.	There was at least one doctor.	strong	real	unembedded	positive	both	neutral
Both actors upset the boat.	There was at least one actor.	strong	real	unembedded	positive	both	neutral
Both engineers hurt others.	There was at least one engineer.	strong	real	unembedded	positive	both	neutral
Both doctors burst into the room.	There was at least one doctor.	strong	real	unembedded	positive	both	neutral
Both engineers shut the door.	There was at least one engineer.	strong	real	unembedded	positive	both	neutral
Both professors let the dog in.	There was at least one professor.	strong	real	unembedded	positive	both	neutral
Both boys set the table.	There was at least one boy.	strong	real	unembedded	positive	both	neutral
Both workers put on a jacket.	There was at least one worker.	strong	real	unembedded	positive	both	neutral
Both doctors hit the lights.	There was at least one doctor.	strong	real	unembedded	positive	both	neutral
Both girls read the letter.	There was at least one girl.	strong	real	unembedded	positive	both	neutral
Both workers hit the gong.	There was at least one worker.	strong	real	unembedded	positive	both	neutral
Both boys put on a jacket.	There was at least one boy.	strong	real	unembedded	positive	both	neutral
Both directors put the book on the shelf.	There was at least one director.	strong	real	unembedded	positive	both	neutral
Both professors set the table.	There was at least one professor.	strong	real	unembedded	positive	both	neutral
Both girls put on a jacket.	There was at least one girl.	strong	real	unembedded	positive	both	neutral
Both directors hit the ball.	There was at least one director.	strong	real	unembedded	positive	both	neutral
Both actors hit the gong.	There was at least one actor.	strong	real	unembedded	positive	both	neutral
Both workers put the book on the shelf.	There was at least one worker.	strong	real	unembedded	positive	both	neutral
Both kids read the letter.	There was at least one kid.	strong	real	unembedded	positive	both	neutral
Both doctors put on a jacket.	There was at least one doctor.	strong	real	unembedded	positive	both	neutral
Both girls hit the ball.	There was at least one girl.	strong	real	unembedded	positive	both	neutral
Both girls slit the envelope.	There was at least one girl.	strong	real	unembedded	positive	both	neutral
Both students shut the door.	There was at least one student.	strong	real	unembedded	positive	both	neutral
Both kids set the table.	There was at least one kid.	strong	real	unembedded	positive	both	neutral
Both assistants cut the ribbon.	There was at least one assistant.	strong	real	unembedded	positive	both	neutral
Both directors burst into the room.	There was at least one director.	strong	real	unembedded	positive	both	neutral
Both managers slit the envelope.	There was at least one manager.	strong	real	unembedded	positive	both	neutral
Both doctors set the table.	There was at least one doctor.	strong	real	unembedded	positive	both	neutral
Both workers hit the ball.	There was at least one worker.	strong	real	unembedded	positive	both	neutral
Both directors hit the ball.	There was at least one director.	strong	real	unembedded	positive	both	neutral
Both engineers hit the lights.	There was at least one engineer.	strong	real	unembedded	positive	both	neutral
Both singers thrust the fork into the cake.	There was at least one singer.	strong	real	unembedded	positive	both	neutral
Both managers put the book on the shelf.	There was at least one manager.	strong	real	unembedded	positive	both	neutral
Both engineers read the letter.	There was at least one engineer.	strong	real	unembedded	positive	both	neutral
Both doctors spread the rumor.	There was at least one doctor.	strong	real	unembedded	positive	both	neutral
All athletes read the letter.	There was at least one athlete.	strong	real	unembedded	positive	all	neutral
All athletes cast bronze into a statue.	There was at least one athlete.	strong	real	unembedded	positive	all	neutral
All assistants spread the rumor.	There was at least one assistant.	strong	real	unembedded	positive	all	neutral
All kids slit the envelope.	There was at least one kid.	strong	real	unembedded	positive	all	neutral
All teachers thrust the fork into the cake.	There was at least one teacher.	strong	real	unembedded	positive	all	neutral
All doctors burst into the room.	There was at least one doctor.	strong	real	unembedded	positive	all	neutral
All doctors read the letter.	There was at least one doctor.	strong	real	unembedded	positive	all	neutral
All doctors read the letter.	There was at least one doctor.	strong	real	unembedded	positive	all	neutral
All students burst into the room.	There was at least one student.	strong	real	unembedded	positive	all	neutral
All professors let the dog in.	There was at least one professor.	strong	real	unembedded	positive	all	neutral
All actors shut the door.	There was at least one actor.	strong	real	unembedded	positive	all	neutral
All managers cut the ribbon.	There was at least one manager.	strong	real	unembedded	positive	all	neutral
All boys shut the door.	There was at least one boy.	strong	real	unembedded	positive	all	neutral
All directors hit the ball.	There was at least one director.	strong	real	unembedded	positive	all	neutral
All assistants put on a jacket.	There was at least one assistant.	strong	real	unembedded	positive	all	neutral
All doctors thrust the fork into the cake.	There was at least one doctor.	strong	real	unembedded	positive	all	neutral
