premise	hypothesis	determiner_type	noun_category	environment	hypothesis_polarity	determiner	context	context_label
Every unicorn hit the lights.	There was at least one unicorn.	strong	unreal	unembedded	positive	every	neutral	neutral
According to folklore, vampires once roamed the lands freely. Every vampire slit the envelope.	There was at least one vampire.	strong	unreal	unembedded	positive	every	neutral	pro
According to historical records, vampires were never real. Every vampire slit the envelope.	There was at least one vampire.	strong	unreal	unembedded	positive	every	neutral	anti
Every vampire slit the envelope.	There was at least one vampire.	strong	unreal	unembedded	positive	every	neutral	neutral
According to folklore, centaurs once roamed the lands freely. Every centaur read the letter.	There was at least one centaur.	strong	unreal	unembedded	positive	every	neutral	pro
According to historical records, centaurs were never real. Every centaur read the letter.	There was at least one centaur.	strong	unreal	unembedded	positive	every	neutral	anti
Every centaur read the letter.	There was at least one centaur.	strong	unreal	unembedded	positive	every	neutral	neutral
According to folklore, goblins once roamed the lands freely. Every goblin cast bronze into a statue.	There was at least one goblin.	strong	unreal	unembedded	positive	every	neutral	pro
According to historical records, goblins were never real. Every goblin cast bronze into a statue.	There was at least one goblin.	strong	unreal	unembedded	positive	every	neutral	anti
Every goblin cast bronze into a statue.	There was at least one goblin.	strong	unreal	unembedded	positive	every	neutral	neutral
According to folklore, krakens once roamed the lands freely. Every kraken spread the rumor.	There was at least one kraken.	strong	unreal	unembedded	positive	every	neutral	pro
According to historical records, krakens were never real. Every kraken spread the rumor.	There was at least one kraken.	strong	unreal	unembedded	positive	every	neutral	anti
Every kraken spread the rumor.	There was at least one kraken.	strong	unreal	unembedded	positive	every	neutral	neutral
According to folklore, krakens once roamed the lands freely. Every kraken thrust the fork into the cake.	There was at least one kraken.	strong	unreal	unembedded	positive	every	neutral	pro
According to historical records, krakens were never real. Every kraken thrust the fork into the cake.	There was at least one kraken.	strong	unreal	unembedded	positive	every	neutral	anti
Every kraken thrust the fork into the cake.	There was at least one kraken.	strong	unreal	unembedded	positive	every	neutral	neutral
According to folklore, centaurs once roamed the lands freely. Every centaur hurt others.	There was at least one centaur.	strong	unreal	unembedded	positive	every	neutral	pro
According to historical records, centaurs were never real. Every centaur hurt others.	There was at least one centaur.	strong	unreal	unembedded	positive	every	neutral	anti
Every centaur hurt others.	There was at least one centaur.	strong	unreal	unembedded	positive	every	neutral	neutral
According to folklore, krakens once roamed the lands freely. Every kraken upset the boat.	There was at least one kraken.	strong	unreal	unembedded	positive	every	neutral	pro
According to historical records, krakens were never real. Every kraken upset the boat.	There was at least one kraken.	strong	unreal	unembedded	positive	every	neutral	anti
Every kraken upset the boat.	There was at least one kraken.	strong	unreal	unembedded	positive	every	neutral	neutral
According to folklore, trolls once roamed the lands freely. Every troll let the dog in.	There was at least one troll.	strong	unreal	unembedded	positive	every	neutral	pro
According to historical records, trolls were never real. Every troll let the dog in.	There was at least one troll.	strong	unreal	unembedded	positive	every	neutral	anti
Every troll let the dog in.	There was at least one troll.	strong	unreal	unembedded	positive	every	neutral	neutral
According to folklore, mermaids once roamed the lands freely. Every mermaid let the dog in.	There was at least one mermaid.	strong	unreal	unembedded	positive	every	neutral	pro
According to historical records, mermaids were never real. Every mermaid let the dog in.	There was at least one mermaid.	strong	unreal	unembedded	positive	every	neutral	anti
Every mermaid let the dog in.	There was at least one mermaid.	strong	unreal	unembedded	positive	every	neutral	neutral
According to folklore, vampires once roamed the lands freely. Every vampire set the table.	There was at least one vampire.	strong	unreal	unembedded	positive	every	neutral	pro
According to historical records, vampires were never real. Every vampire set the table.	There was at least one vampire.	strong	unreal	unembedded	positive	every	neutral	anti
Every vampire set the table.	There was at least one vampire.	strong	unreal	unembedded	positive	every	neutral	neutral
According to folklore, vampires once roamed the lands freely. Every vampire hit the ball.	There was at least one vampire.	strong	unreal	unembedded	positive	every	neutral	pro
According to historical records, vampires were never real. Every vampire hit the ball.	There was at least one vampire.	strong	unreal	unembedded	positive	every	neutral	anti
Every vampire hit the ball.	There was at least one vampire.	strong	unreal	unembedded	positive	every	neutral	neutral
According to folklore, trolls once roamed the lands freely. Every troll put the book on the shelf.	There was at least one troll.	strong	unreal	unembedded	positive	every	neutral	pro
According to historical records, trolls were never real. Every troll put the book on the shelf.	There was at least one troll.	strong	unreal	unembedded	positive	every	neutral	anti
Every troll put the book on the shelf.	There was at least one troll.	strong	unreal	unembedded	positive	every	neutral	neutral
According to folklore, centaurs once roamed the lands freely. Every centaur hit the gong.	There was at least one centaur.	strong	unreal	unembedded	positive	every	neutral	pro
According to historical records, centaurs were never real. Every centaur hit the gong.	There was at least one centaur.	strong	unreal	unembedded	positive	every	neutral	anti
Every centaur hit the gong.	There was at least one centaur.	strong	unreal	unembedded	positive	every	neutral	neutral
According to folklore, mermaids once roamed the lands freely. Every mermaid set the table.	There was at least one mermaid.	strong	unreal	unembedded	positive	every	neutral	pro
According to historical records, mermaids were never real. Every mermaid set the table.	There was at least one mermaid.	strong	unreal	unembedded	positive	every	neutral	anti
Every mermaid set the table.	There was at least one mermaid.	strong	unreal	unembedded	positive	every	neutral	neutral
According to folklore, dragons once roamed the lands freely. Every dragon put on a jacket.	There was at least one dragon.	strong	unreal	unembedded	positive	every	neutral	pro
According to historical records, dragons were never real. Every dragon put on a jacket.	There was at least one dragon.	strong	unreal	unembedded	positive	every	neutral	anti
Every dragon put on a jacket.	There was at least one dragon.	strong	unreal	unembedded	positive	every	neutral	neutral
According to folklore, unicorns once roamed the lands freely. Every unicorn let the dog in.	There was at least one unicorn.	strong	unreal	unembedded	positive	every	neutral	pro
According to historical records, unicorns were never real. Every unicorn let the dog in.	There was at least one unicorn.	strong	unreal	unembedded	positive	every	neutral	anti
