premise	hypothesis	label	noun_category	environment	hypothesis_polarity
The engineers might let the dog in.	The engineers did not let the dog in.	neutral	real	modal	negative
The doctors might let the dog in.	The doctors did not let the dog in.	neutral	real	modal	negative
The actors might read the letter.	The actors did not read the letter.	neutral	real	modal	negative
The singers might read the letter.	The singers did not read the letter.	neutral	real	modal	negative
The students might put the book on the shelf.	The students did not put the book on the shelf.	neutral	real	modal	negative
The students might read the letter.	The students did not read the letter.	neutral	real	modal	negative
The directors might hurt others.	The directors did not hurt others.	neutral	real	modal	negative
The assistants might hurt others.	The assistants did not hurt others.	neutral	real	modal	negative
The kids might upset the boat.	The kids did not upset the boat.	neutral	real	modal	negative
The engineers might spread the rumor.	The engineers did not spread the rumor.	neutral	real	modal	negative
The students might burst into the room.	The students did not burst into the room.	neutral	real	modal	negative
The directors might burst into the room.	The directors did not burst into the room.	neutral	real	modal	negative
The directors might hit the ball.	The directors did not hit the ball.	neutral	real	modal	negative
The professors might hit the lights.	The professors did not hit the lights.	neutral	real	modal	negative
The students might broadcast the message.	The students did not broadcast the message.	neutral	real	modal	negative
The singers might hit the ball.	The singers did not hit the ball.	neutral	real	modal	negative
The teachers might spread the rumor.	The teachers did not spread the rumor.	neutral	real	modal	negative
The professors might put the book on the shelf.	The professors did not put the book on the shelf.	neutral	real	modal	negative
The actors might put on a jacket.	The actors did not put on a jacket.	neutral	real	modal	negative
The professors might hurt others.	The professors did not hurt others.	neutral	real	modal	negative
The teachers might hit the gong.	The teachers did not hit the gong.	neutral	real	modal	negative
The professors might put the book on the shelf.	The professors did not put the book on the shelf.	neutral	real	modal	negative
The students might hit the gong.	The students did not hit the gong.	neutral	real	modal	negative
The doctors might let the dog in.	The doctors did not let the dog in.	neutral	real	modal	negative
The assistants might read the letter.	The assistants did not read the letter.	neutral	real	modal	negative
The teachers might put the book on the shelf.	The teachers did not put the book on the shelf.	neutral	real	modal	negative
The teachers might broadcast the message.	The teachers did not broadcast the message.	neutral	real	modal	negative
The athletes might hurt others.	The athletes did not hurt others.	neutral	real	modal	negative
The students might burst into the room.	The students did not burst into the room.	neutral	real	modal	negative
The athletes might cast bronze into a statue.	The athletes did not cast bronze into a statue.	neutral	real	modal	negative
The doctors might shut the door.	The doctors did not shut the door.	neutral	real	modal	negative
The workers might burst into the room.	The workers did not burst into the room.	neutral	real	modal	negative
The workers might cast bronze into a statue.	The workers did not cast bronze into a statue.	neutral	real	modal	negative
The directors might cast bronze into a statue.	The directors did not cast bronze into a statue.	neutral	real	modal	negative
The boys might broadcast the message.	The boys did not broadcast the message.	neutral	real	modal	negative
The directors might broadcast the message.	The directors did not broadcast the message.	neutral	real	modal	negative
The assistants might upset the boat.	The assistants did not upset the boat.	neutral	real	modal	negative
The teachers might hit the gong.	The teachers did not hit the gong.	neutral	real	modal	negative
The athletes might hit the lights.	The athletes did not hit the lights.	neutral	real	modal	negative
The boys might hit the ball.	The boys did not hit the ball.	neutral	real	modal	negative
The singers might thrust the fork into the cake.	The singers did not thrust the fork into the cake.	neutral	real	modal	negative
The engineers might cast bronze into a statue.	The engineers did not cast bronze into a statue.	neutral	real	modal	negative
The singers might upset the boat.	The singers did not upset the boat.	neutral	real	modal	negative
The directors might slit the envelope.	The directors did not slit the envelope.	neutral	real	modal	negative
The teachers might put on a jacket.	The teachers did not put on a jacket.	neutral	real	modal	negative
The engineers might cut the ribbon.	The engineers did not cut the ribbon.	neutral	real	modal	negative
The engineers might broadcast the message.	The engineers did not broadcast the message.	neutral	real	modal	negative
The workers might thrust the fork into the cake.	The workers did not thrust the fork into the cake.	neutral	real	modal	negative
The doctors might put on a jacket.	The doctors did not put on a jacket.	neutral	real	modal	negative
The singers might put on a jacket.	The singers did not put on a jacket.	neutral	real	modal	negative
The engineers might cast bronze into a statue.	The engineers did not cast bronze into a statue.	neutral	real	modal	negative
The boys might hit the lights.	The boys did not hit the lights.	neutral	real	modal	negative
The managers might cut the ribbon.	The managers did not cut the ribbon.	neutral	real	modal	negative
The students might hit the lights.	The students did not hit the lights.	neutral	real	modal	negative
The directors might put the book on the shelf.	The directors did not put the book on the shelf.	neutral	real	modal	negative
The kids might read the letter.	The kids did not read the letter.	neutral	real	modal	negative
The teachers might read the letter.	The teachers did not read the letter.	neutral	real	modal	negative
The assistants might hit the lights.	The assistants did not hit the lights.	neutral	real	modal	negative
The professors might upset the boat.	The professors did not upset the boat.	neutral	real	modal	negative
The girls might hit the gong.	The girls did not hit the gong.	neutral	real	modal	negative
The actors might upset the boat.	The actors did not upset the boat.	neutral	real	modal	negative
The managers might cast bronze into a statue.	The managers did not cast bronze into a statue.	neutral	real	modal	negative
The directors might hit the lights.	The directors did not hit the lights.	neutral	real	modal	negative
The workers might spread the rumor.	The workers did not spread the rumor.	neutral	real	modal	negative
The dragons might shut the door.	The dragons shut the door.	neutral	unreal	modal	positive
The centaurs might broadcast the message.	The centaurs broadcast the message.	neutral	unreal	modal	positive
The unicorns might hurt others.	The unicorns hurt others.	neutral	unreal	modal	positive
The centaurs might burst into the room.	The centaurs burst into the room.	neutral	unreal	modal	positive
The dragons might upset the boat.	The dragons upset the boat.	neutral	unreal	modal	positive
The unicorns might upset the boat.	The unicorns upset the boat.	neutral	unreal	modal	positive
The trolls might hurt others.	The trolls hurt others.	neutral	unreal	modal	positive
The vampires might hurt others.	The vampires hurt others.	neutral	unreal	modal	positive
The griffins might read the letter.	The griffins read the letter.	neutral	unreal	modal	positive
The griffins might cast bronze into a statue.	The griffins cast bronze into a statue.	neutral	unreal	modal	positive
The vampires might shut the door.	The vampires shut the door.	neutral	unreal	modal	positive
The dragons might hit the ball.	The dragons hit the ball.	neutral	unreal	modal	positive
The mermaids might burst into the room.	The mermaids burst into the room.	neutral	unreal	modal	positive
The unicorns might upset the boat.	The unicorns upset the boat.	neutral	unreal	modal	positive
The zombies might spread the rumor.	The zombies spread the rumor.	neutral	unreal	modal	positive
The zombies might broadcast the message.	The zombies broadcast the message.	neutral	unreal	modal	positive
The goblins might burst into the room.	The goblins burst into the room.	neutral	unreal	modal	positive
The krakens might put the book on the shelf.	The krakens put the book on the shelf.	neutral	unreal	modal	positive
The trolls might set the table.	The trolls set the table.	neutral	unreal	modal	positive
The mermaids might hit the ball.	The mermaids hit the ball.	neutral	unreal	modal	positive
The vampires might cut the ribbon.	The vampires cut the ribbon.	neutral	unreal	modal	positive
The vampires might shut the door.	The vampires shut the door.	neutral	unreal	modal	positive
The mermaids might broadcast the message.	The mermaids broadcast the message.	neutral	unreal	modal	positive
The dragons might shut the door.	The dragons shut the door.	neutral	unreal	modal	positive
The krakens might put on a jacket.	The krakens put on a jacket.	neutral	unreal	modal	positive
The mermaids might shut the door.	The mermaids shut the door.	neutral	unreal	modal	positive
The griffins might thrust the fork into the cake.	The griffins thrust the fork into the cake.	neutral	unreal	modal	positive
The centaurs might let the dog in.	The centaurs let the dog in.	neutral	unreal	modal	positive
The unicorns might put the book on the shelf.	The unicorns put the book on the shelf.	neutral	unreal	modal	positive
The krakens might put the book on the shelf.	The krakens put the book on the shelf.	neutral	unreal	modal	positive
The dragons might read the letter.	The dragons read the letter.	neutral	unreal	modal	positive
The goblins might broadcast the message.	The goblins broadcast the message.	neutral	unreal	modal	positive
The centaurs might let the dog in.	The centaurs let the dog in.	neutral	unreal	modal	positive
The krakens might cut the ribbon.	The krakens cut the ribbon.	neutral	unreal	modal	positive
The griffins might cast bronze into a statue.	The griffins cast bronze into a statue.	neutral	unreal	modal	positive
The trolls might set the table.	The trolls set the table.	neutral	unreal	modal	positive
The mermaids might spread the rumor.	The mermaids spread the rumor.	neutral	unreal	modal	positive
The griffins might cut the ribbon.	The griffins cut the ribbon.	neutral	unreal	modal	positive
The unicorns might upset the boat.	The unicorns upset the boat.	neutral	unreal	modal	positive
The vampires might read the letter.	The vampires read the letter.	neutral	unreal	modal	positive
The trolls might cut the ribbon.	The trolls cut the ribbon.	neutral	unreal	modal	positive
The unicorns might put on a jacket.	The unicorns put on a jacket.	neutral	unreal	modal	positive
The vampires might read the letter.	The vampires read the letter.	neutral	unreal	modal	positive
The centaurs might put on a jacket.	The centaurs put on a jacket.	neutral	unreal	modal	positive
The krakens might hit the gong.	The krakens hit the gong.	neutral	unreal	modal	positive
The centaurs might hit the ball.	The centaurs hit the ball.	neutral	unreal	modal	positive
The unicorns might cut the ribbon.	The unicorns cut the ribbon.	neutral	unreal	modal	positive
The vampires might hit the lights.	The vampires hit the lights.	neutral	unreal	modal	positive
The trolls might thrust the fork into the cake.	The trolls thrust the fork into the cake.	neutral	unreal	modal	positive
The dragons might spread the rumor.	The dragons spread the rumor.	neutral	unreal	modal	positive
The dragons might thrust the fork into the cake.	The dragons thrust the fork into the cake.	neutral	unreal	modal	positive
The goblins might upset the boat.	The goblins upset the boat.	neutral	unreal	modal	positive
The krakens might thrust the fork into the cake.	The krakens thrust the fork into the cake.	neutral	unreal	modal	positive
The krakens might let the dog in.	The krakens let the dog in.	neutral	unreal	modal	positive
The zombies might let the dog in.	The zombies let the dog in.	neutral	unreal	modal	positive
The dragons might burst into the room.	The dragons burst into the room.	neutral	unreal	modal	positive
The trolls might thrust the fork into the cake.	The trolls thrust the fork into the cake.	neutral	unreal	modal	positive
The goblins might cast bronze into a statue.	The goblins cast bronze into a statue.	neutral	unreal	modal	positive
The goblins might set the table.	The goblins set the table.	neutral	unreal	modal	positive
The trolls might broadcast the message.	The trolls broadcast the message.	neutral	unreal	modal	positive
The vampires might put the book on the shelf.	The vampires put the book on the shelf.	neutral	unreal	modal	positive
The zombies might hurt others.	The zombies hurt others.	neutral	unreal	modal	positive
The griffins might hurt others.	The griffins hurt others.	neutral	unreal	modal	positive
The dragons might thrust the fork into the cake.	The dragons thrust the fork into the cake.	neutral	unreal	modal	positive
The trolls might upset the boat.	The trolls upset the boat.	neutral	unreal	modal	positive
The centaurs might cast bronze into a statue.	The centaurs cast bronze into a statue.	neutral	unreal	modal	positive
The vampires might set the table.	The vampires set the table.	neutral	unreal	modal	positive
The mermaids might hit the gong.	The mermaids hit the gong.	neutral	unreal	modal	positive
The mermaids might cut the ribbon.	The mermaids cut the ribbon.	neutral	unreal	modal	positive
The krakens might hit the ball.	The krakens hit the ball.	neutral	unreal	modal	positive
The trolls might broadcast the message.	The trolls broadcast the message.	neutral	unreal	modal	positive
The krakens might hit the lights.	The krakens hit the lights.	neutral	unreal	modal	positive
The mermaids might read the letter.	The mermaids read the letter.	neutral	unreal	modal	positive
The krakens might burst into the room.	The krakens burst into the room.	neutral	unreal	modal	positive
The griffins might read the letter.	The griffins read the letter.	neutral	unreal	modal	positive
The griffins might hit the lights.	The griffins hit the lights.	neutral	unreal	modal	positive
The unicorns might broadcast the message.	The unicorns broadcast the message.	neutral	unreal	modal	positive
The trolls might hit the gong.	The trolls hit the gong.	neutral	unreal	modal	positive
The mermaids might let the dog in.	The mermaids let the dog in.	neutral	unreal	modal	positive
The mermaids might slit the envelope.	The mermaids slit the envelope.	neutral	unreal	modal	positive
The vampires might cut the ribbon.	The vampires cut the ribbon.	neutral	unreal	modal	positive
The mermaids might hit the gong.	The mermaids hit the gong.	neutral	unreal	modal	positive
The centaurs might hit the lights.	The centaurs hit the lights.	neutral	unreal	modal	positive
The krakens might hit the lights.	The krakens hit the lights.	neutral	unreal	modal	positive
The centaurs might slit the envelope.	The centaurs slit the envelope.	neutral	unreal	modal	positive
The krakens might thrust the fork into the cake.	The krakens thrust the fork into the cake.	neutral	unreal	modal	positive
The griffins might hit the lights.	The griffins hit the lights.	neutral	unreal	modal	positive
The griffins might put the book on the shelf.	The griffins put the book on the shelf.	neutral	unreal	modal	positive
The dragons might upset the boat.	The dragons upset the boat.	neutral	unreal	modal	positive
The centaurs might burst into the room.	The centaurs burst into the room.	neutral	unreal	modal	positive
The vampires might hit the gong.	The vampires hit the gong.	neutral	unreal	modal	positive
The mermaids might upset the boat.	The mermaids upset the boat.	neutral	unreal	modal	positive
The griffins might hit the ball.	The griffins hit the ball.	neutral	unreal	modal	positive
The trolls might spread the rumor.	The trolls spread the rumor.	neutral	unreal	modal	positive
The zombies might hit the gong.	The zombies hit the gong.	neutral	unreal	modal	positive
The goblins might let the dog in.	The goblins let the dog in.	neutral	unreal	modal	positive
The goblins might read the letter.	The goblins read the letter.	neutral	unreal	modal	positive
The vampires might spread the rumor.	The vampires spread the rumor.	neutral	unreal	modal	positive
The vampires might put on a jacket.	The vampires put on a jacket.	neutral	unreal	modal	positive
The zombies might hurt others.	The zombies hurt others.	neutral	unreal	modal	positive
The dragons might upset the boat.	The dragons did not upset the boat.	neutral	unreal	modal	negative
The goblins might put the book on the shelf.	The goblins did not put the book on the shelf.	neutral	unreal	modal	negative
The dragons might cast bronze into a statue.	The dragons did not cast bronze into a statue.	neutral	unreal	modal	negative
The krakens might upset the boat.	The krakens did not upset the boat.	neutral	unreal	modal	negative
The goblins might read the letter.	The goblins did not read the letter.	neutral	unreal	modal	negative
The krakens might hit the lights.	The krakens did not hit the lights.	neutral	unreal	modal	negative
The mermaids might read the letter.	The mermaids did not read the letter.	neutral	unreal	modal	negative
The dragons might hurt others.	The dragons did not hurt others.	neutral	unreal	modal	negative
The krakens might thrust the fork into the cake.	The krakens did not thrust the fork into the cake.	neutral	unreal	modal	negative
The vampires might shut the door.	The vampires did not shut the door.	neutral	unreal	modal	negative
The mermaids might broadcast the message.	The mermaids did not broadcast the message.	neutral	unreal	modal	negative
The dragons might cast bronze into a statue.	The dragons did not cast bronze into a statue.	neutral	unreal	modal	negative
The unicorns might hit the ball.	The unicorns did not hit the ball.	neutral	unreal	modal	negative
The centaurs might burst into the room.	The centaurs did not burst into the room.	neutral	unreal	modal	negative
The dragons might upset the boat.	The dragons did not upset the boat.	neutral	unreal	modal	negative
The krakens might let the dog in.	The krakens did not let the dog in.	neutral	unreal	modal	negative
The dragons might cut the ribbon.	The dragons did not cut the ribbon.	neutral	unreal	modal	negative
The krakens might slit the envelope.	The krakens did not slit the envelope.	neutral	unreal	modal	negative
The vampires might hit the lights.	The vampires did not hit the lights.	neutral	unreal	modal	negative
The centaurs might let the dog in.	The centaurs did not let the dog in.	neutral	unreal	modal	negative
The griffins might upset the boat.	The griffins did not upset the boat.	neutral	unreal	modal	negative
The centaurs might read the letter.	The centaurs did not read the letter.	neutral	unreal	modal	negative
The zombies might put the book on the shelf.	The zombies did not put the book on the shelf.	neutral	unreal	modal	negative
The vampires might hit the ball.	The vampires did not hit the ball.	neutral	unreal	modal	negative
The centaurs might hit the lights.	The centaurs did not hit the lights.	neutral	unreal	modal	negative
The trolls might hit the ball.	The trolls did not hit the ball.	neutral	unreal	modal	negative
The goblins might set the table.	The goblins did not set the table.	neutral	unreal	modal	negative
The mermaids might slit the envelope.	The mermaids did not slit the envelope.	neutral	unreal	modal	negative
The zombies might broadcast the message.	The zombies did not broadcast the message.	neutral	unreal	modal	negative
The unicorns might upset the boat.	The unicorns did not upset the boat.	neutral	unreal	modal	negative
The griffins might put on a jacket.	The griffins did not put on a jacket.	neutral	unreal	modal	negative
The mermaids might hurt others.	The mermaids did not hurt others.	neutral	unreal	modal	negative
The unicorns might let the dog in.	The unicorns did not let the dog in.	neutral	unreal	modal	negative
The zombies might put on a jacket.	The zombies did not put on a jacket.	neutral	unreal	modal	negative
The trolls might spread the rumor.	The trolls did not spread the rumor.	neutral	unreal	modal	negative
The dragons might cut the ribbon.	The dragons did not cut the ribbon.	neutral	unreal	modal	negative
The goblins might upset the boat.	The goblins did not upset the boat.	neutral	unreal	modal	negative
The centaurs might put the book on the shelf.	The centaurs did not put the book on the shelf.	neutral	unreal	modal	negative
The goblins might put the book on the shelf.	The goblins did not put the book on the shelf.	neutral	unreal	modal	negative
The trolls might cut the ribbon.	The trolls did not cut the ribbon.	neutral	unreal	modal	negative
The centaurs might burst into the room.	The centaurs did not burst into the room.	neutral	unreal	modal	negative
The zombies might hit the gong.	The zombies did not hit the gong.	neutral	unreal	modal	negative
The vampires might hit the lights.	The vampires did not hit the lights.	neutral	unreal	modal	negative
The trolls might hit the ball.	The trolls did not hit the ball.	neutral	unreal	modal	negative
The goblins might burst into the room.	The goblins did not burst into the room.	neutral	unreal	modal	negative
The trolls might spread the rumor.	The trolls did not spread the rumor.	neutral	unreal	modal	negative
The mermaids might put the book on the shelf.	The mermaids did not put the book on the shelf.	neutral	unreal	modal	negative
The goblins might slit the envelope.	The goblins did not slit the envelope.	neutral	unreal	modal	negative
The goblins might upset the boat.	The goblins did not upset the boat.	neutral	unreal	modal	negative
The griffins might hurt others.	The griffins did not hurt others.	neutral	unreal	modal	negative
The unicorns might put on a jacket.	The unicorns did not put on a jacket.	neutral	unreal	modal	negative
The krakens might put on a jacket.	The krakens did not put on a jacket.	neutral	unreal	modal	negative
The trolls might read the letter.	The trolls did not read the letter.	neutral	unreal	modal	negative
The griffins might hurt others.	The griffins did not hurt others.	neutral	unreal	modal	negative
The centaurs might cast bronze into a statue.	The centaurs did not cast bronze into a statue.	neutral	unreal	modal	negative
The griffins might broadcast the message.	The griffins did not broadcast the message.	neutral	unreal	modal	negative
The dragons might hit the lights.	The dragons did not hit the lights.	neutral	unreal	modal	negative
The mermaids might broadcast the message.	The mermaids did not broadcast the message.	neutral	unreal	modal	negative
The zombies might burst into the room.	The zombies did not burst into the room.	neutral	unreal	modal	negative
The mermaids might thrust the fork into the cake.	The mermaids did not thrust the fork into the cake.	neutral	unreal	modal	negative
The vampires might let the dog in.	The vampires did not let the dog in.	neutral	unreal	modal	negative
The trolls might hit the lights.	The trolls did not hit the lights.	neutral	unreal	modal	negative
The trolls might shut the door.	The trolls did not shut the door.	neutral	unreal	modal	negative
The mermaids might burst into the room.	The mermaids did not burst into the room.	neutral	unreal	modal	negative
The dragons might spread the rumor.	The dragons did not spread the rumor.	neutral	unreal	modal	negative
The centaurs might let the dog in.	The centaurs did not let the dog in.	neutral	unreal	modal	negative
The zombies might read the letter.	The zombies did not read the letter.	neutral	unreal	modal	negative
The goblins might thrust the fork into the cake.	The goblins did not thrust the fork into the cake.	neutral	unreal	modal	negative
The goblins might let the dog in.	The goblins did not let the dog in.	neutral	unreal	modal	negative
The mermaids might hit the gong.	The mermaids did not hit the gong.	neutral	unreal	modal	negative
The griffins might spread the rumor.	The griffins did not spread the rumor.	neutral	unreal	modal	negative
The vampires might read the letter.	The vampires did not read the letter.	neutral	unreal	modal	negative
The vampires might upset the boat.	The vampires did not upset the boat.	neutral	unreal	modal	negative
The unicorns might burst into the room.	The unicorns did not burst into the room.	neutral	unreal	modal	negative
The zombies might shut the door.	The zombies did not shut the door.	neutral	unreal	modal	negative
The centaurs might upset the boat.	The centaurs did not upset the boat.	neutral	unreal	modal	negative
The mermaids might hit the ball.	The mermaids did not hit the ball.	neutral	unreal	modal	negative
The dragons might cut the ribbon.	The dragons did not cut the ribbon.	neutral	unreal	modal	negative
The dragons might set the table.	The dragons did not set the table.	neutral	unreal	modal	negative
The unicorns might cast bronze into a statue.	The unicorns did not cast bronze into a statue.	neutral	unreal	modal	negative
The trolls might set the table.	The trolls did not set the table.	neutral	unreal	modal	negative
The vampires might thrust the fork into the cake.	The vampires did not thrust the fork into the cake.	neutral	unreal	modal	negative
The griffins might upset the boat.	The griffins did not upset the boat.	neutral	unreal	modal	negative
The krakens might hurt others.	The krakens did not hurt others.	neutral	unreal	modal	negative
The goblins might put on a jacket.	The goblins did not put on a jacket.	neutral	unreal	modal	negative
The dragons might upset the boat.	The dragons did not upset the boat.	neutral	unreal	modal	negative
The vampires might hit the ball.	The vampires did not hit the ball.	neutral	unreal	modal	negative
The krakens might let the dog in.	The krakens did not let the dog in.	neutral	unreal	modal	negative
The dragons might hit the lights.	The dragons did not hit the lights.	neutral	unreal	modal	negative
The centaurs might cast bronze into a statue.	The centaurs did not cast bronze into a statue.	neutral	unreal	modal	negative
The trolls might let the dog in.	The trolls did not let the dog in.	neutral	unreal	modal	negative
The vampires might hit the gong.	The vampires did not hit the gong.	neutral	unreal	modal	negative
The centaurs might read the letter.	The centaurs did not read the letter.	neutral	unreal	modal	negative
The griffins might slit the envelope.	The griffins did not slit the envelope.	neutral	unreal	modal	negative
The mermaids might cast bronze into a statue.	The mermaids did not cast bronze into a statue.	neutral	unreal	modal	negative
The griffins might upset the boat.	The griffins did not upset the boat.	neutral	unreal	modal	negative
The krakens might upset the boat.	The krakens did not upset the boat.	neutral	unreal	modal	negative
The centaurs might broadcast the message.	The centaurs did not broadcast the message.	neutral	unreal	modal	negative
The centaurs might cut the ribbon.	The centaurs did not cut the ribbon.	neutral	unreal	modal	negative
The griffins might thrust the fork into the cake.	The griffins did not thrust the fork into the cake.	neutral	unreal	modal	negative
